"SB21A","C00485110","SB21A.5277","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3357.00","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5278","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120206","131.39","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5280","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3357.01","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5281","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3311.94","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5283","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3344.75","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5284","","","IND","","Morrell","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3344.76","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5240","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","3891.52","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5241","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3891.52","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5242","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3891.51","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5243","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3891.52","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5244","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3891.52","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5245","","","IND","","Morris","Heather","S.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3891.52","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5456","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1711.77","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5457","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1711.77","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5458","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","2000.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5459","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","2000.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5461","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","2000.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5462","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120322","107.88","","Reimbursement-Travel Expense","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5463","","","IND","","Nichols","Whitney","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","2000.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5295","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","2066.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5296","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","2066.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5297","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","2066.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5298","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120217","64.07","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5299","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","2066.04","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5300","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","2354.99","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5301","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120322","135.58","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5302","","","IND","","O'Dwyer","William","R.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","2355.00","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5088","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1527.71","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5089","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1527.71","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5090","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120206","47.74","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5091","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1527.72","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5092","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1527.71","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5093","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120312","27.50","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5094","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1527.71","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5095","","","IND","","Oliver","Amanda","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1527.71","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5362","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","2250.90","","Reimbursement-Meeting Expenses,Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5363","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5364","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5366","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120212","1508.93","","Reimbursement-Meeting Expenses,Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5367","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5368","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5369","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5370","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120326","366.09","","Reimbursement-Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5372","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3978.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5371","","","IND","","Osborne","Jason","M.","","","PO Box 1809","","Tampa","FL","33601","","","20120331","393.69","","Reimbursement-Meeting Expenses,Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5033","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1135.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5035","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1135.63","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5036","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1135.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5037","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1135.63","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5038","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120314","107.72","","Reimbursement-Travel Expenses,Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5039","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1135.62","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5040","","","IND","","Osburn","Juliet","K","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1135.63","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5450","","","IND","","Parker","Anthony","","","","310 First Street SE","","Washington","DC","20003","","","20120322","468.26","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5148","","","ORG","Patton Boggs LLP","","","","","","2550 M Street NW","","Washington","DC","20037","","","20120302","1912.00","","Legal and Compliance Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5420","","","ORG","Paynal Consulting","","","","","","PO Box 1051","","Little Rock","AR","72203","","","20120106","2500.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5421","","","ORG","Paynal Consulting","","","","","","PO Box 1051","","Little Rock","AR","72203","","","20120215","2500.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5422","","","ORG","Paynal Consulting","","","","","","PO Box 1051","","Little Rock","AR","72203","","","20120315","2500.00","","Communications Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5263","","","IND","","Perna","Alessandra","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","914.21","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5233","","","IND","","Pitts","William","","","","4767 North 24th Road","","Arlington","VA","22207","","","20120111","5000.00","","Official Proceedings Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5235","","","IND","","Pitts","William","","","","4767 North 24th Road","","Arlington","VA","22207","","","20120212","5000.00","","Official Proceedings Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5236","","","IND","","Pitts","William","","","","4767 North 24th Road","","Arlington","VA","22207","","","20120215","352.40","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5237","","","IND","","Pitts","William","","","","4767 North 24th Road","","Arlington","VA","22207","","","20120312","5000.00","","Official Proceedings Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5049","","","IND","","Raines","Michele","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","6000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5050","","","IND","","Raines","Michele","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","6000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5051","","","IND","","Raines","Michele","","","","PO Box 1809","","Tampa","FL","33601","","","20120313","74.79","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5052","","","IND","","Raines","Michele","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","6000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5053","","","IND","","Raines","Michele","","","","PO Box 1809","","Tampa","FL","33601","","","20120326","423.93","","Reimbursement-Travel Expenses,Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5184","","","PTY","REPUBLICAN NATIONAL COMMITTEE","","","","","","310 FIRST STREET SE","","WASHINGTON","DC","20003","","","20120305","1981.60","","Reimbursement-Meeting Expense","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5203","","","IND","","Ross","Cameron","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","2066.28","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5253","","","ORG","Saddlebrook Resort","","","","","","5700 Saddlebrook Way","","Wesley Chapel","FL","33543","","","20120312","3472.45","","Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5130","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120111","202.74","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5131","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5132","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5133","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120201","43.31","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5134","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5135","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5136","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120302","360.83","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5137","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120312","16.05","","Reimbursement-Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5138","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5139","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120322","104.31","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5140","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120328","42.11","","Reimbursement-Travel Expenses,Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5141","","","IND","","Shugar","Julie","P.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3495.08","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5412","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5413","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5414","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","842.79","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5415","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5407","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5416","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","80.74","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5418","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5419","","","IND","","Sorenson","Paul","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3922.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5307","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5308","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5309","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120206","37.41","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5310","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5311","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5312","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120302","60.96","","Reimbursement-Travel Expense","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5313","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","531.54","","Reimbursement-Travel Expenses,Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5314","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5315","","","IND","","Stewart","Anne","B.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","3703.73","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5382","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5383","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1401.57","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5384","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120206","57.47","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5386","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5387","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5388","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","40.76","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5389","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5391","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120326","53.25","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5392","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120327","31.04","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5393","","","IND","","Sullivan","Katherine","E.","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5265","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5266","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1401.57","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5267","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120201","46.28","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5269","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5285","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","55.55","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5270","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5271","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1401.57","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5272","","","IND","","Taylor","Fulton","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1401.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5440","","","ORG","The Element","","","","","","808 North Franklin Street","","Tampa","FL","33602","","","20120106","1000.00","","Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5442","","","ORG","The Element","","","","","","808 North Franklin Street","","Tampa","FL","33602","","","20120106","3900.00","","Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5443","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120106","939.10","","Reimbursement-Travel Expenses,Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5444","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120113","10000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5445","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120215","10000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5446","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120217","2377.32","","Reimbursement-Travel Expenses,Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5447","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120305","1643.88","","Reimbursement-Travel Expenses, Meeting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5448","","","ORG","The Trailblazer Group","","","","","","901 King Street","Ste. 400","Alexandria","VA","22314","","","20120315","10000.00","","Operations Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5047","","","ORG","Timesaver Software","","","","","","12336 Circula Panorama","","Santa Ana","CA","92705","","","20120201","1243.75","","Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5182","","","IND","","Timmel","Marguerite","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","933.29","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5430","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120113","1632.60","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5431","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120125","168.35","","Reimbursement-Travel Expenses,Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5432","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120131","1632.60","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5433","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120215","1632.61","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5435","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120229","1632.60","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5436","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120302","94.01","","Reimbursement-Travel Expenses,Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5437","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120315","1632.60","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5438","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120320","93.78","","Reimbursement-Travel Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5439","","","IND","","Tippit","Sarah","","","","PO Box 1809","","Tampa","FL","33601","","","20120330","1632.60","","Payroll","","","","","","","","","","","","","","","","","","","","",""
"SB21A","C00485110","SB21A.5374","","","IND","","Torres","Jonathan","","","","PO Box 1809","","Tamap","FL","33601","","","20120215","2197.56","","Payroll","","","","","","","","","","","","","","","","","","","","",""
